index,section,text,is_burden,part
1033,REG Minimum number and type of accessible parking spaces,"Where an even number of parking spaces for the use of persons with disabilities are provided in accordance with the requirements of this paragraph, an equal number of parking spaces that meet the requirements of a Type A parking space and a Type B parking space must be provided.  ",1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1034,REG Minimum number and type of accessible parking spaces,"Where an odd number of parking spaces for the use of persons with disabilities are provided in accordance with the requirements of this paragraph, the number of parking spaces must be divided equally between parking spaces that meet the requirements of a Type A parking space and a Type B parking space, but the additional parking space, the odd-numbered space, may be a Type B parking space.",1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1035,REG Minimum number and type of accessible parking spaces,"One parking space for the use of persons with disabilities and an additional three per cent of parking spaces for the use of persons with disabilities, where there are between 101 and 200 parking spaces must be parking spaces for the use of persons with disabilities, calculated in accordance with ratios set out in subparagraphs 2 i and ii, rounding up to the nearest whole number.",1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1036,REG Minimum number and type of accessible parking spaces,"Two parking spaces for the use of persons with disabilities and an additional two per cent of parking spaces for the use of persons with disabilities, where there are between 201 and 1,000 parking spaces must be parking spaces for the use of persons with disabilities in accordance with the ratio in subparagraphs 2 i and ii, rounding up to the nearest whole number.",1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1037,REG Minimum number and type of accessible parking spaces,"Eleven parking spaces for the use of persons with disabilities and an additional one per cent of parking spaces for the use of persons with disabilities, where more than 1,000 parking spaces are provided must be parking spaces for the use of persons with disabilities in accordance with the ratio in subparagraphs 2 i and ii, rounding up to the nearest whole number.   ",1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1038,REG Minimum number and type of accessible parking spaces,"If an obligated organization provides more than one off-street parking facility at a site, the obligated organization shall calculate the number and type of parking spaces for the use of persons with disabilities according to the number and type of parking spaces required for each off-street parking facility.   ",1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1039,REG Minimum number and type of accessible parking spaces,"In determining the location of parking spaces for the use of persons with disabilities that must be provided where there is more than one off-street parking facility at a site, an obligated organization may distribute them among the off-street parking facilities in a manner that provides substantially equivalent or greater accessibility in terms of distance from an accessible entrance or user convenience.   ",1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1040,REG Minimum number and type of accessible parking spaces,"For the purposes of subsection , the following factors may be considered in determining user convenience: Protection from the weather.",0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1041,REG Minimum number and type of accessible parking spaces,Security.,0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1042,REG Minimum number and type of accessible parking spaces,Lighting.,0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1043,REG Minimum number and type of accessible parking spaces,Comparative maintenance.,0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1044,REG Exception,"80.38  An exception to the required minimum number of parking spaces for the use of persons with disabilities is permitted where an obligated organization can demonstrate that it is not practicable to comply with the requirement because existing physical or site constraints prevent it from meeting the required ratio, such as where the minimum width for parking spaces for persons with disabilities or access aisles cannot be met because of existing pay and display parking meters, surrounding curb edges, walkways, landscaping or the need to maintain a minimum drive aisle width.   ",0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1045,REG Exception,"Where an obligated organization claims an exception to the minimum number of parking spaces for the use of persons with disabilities, it shall provide as close to as many parking spaces for the use of persons with disabilities that meet the requirements of this Part, as would otherwise be required under subsection 80.36  or , as the case may be, that can be accommodated by the existing site and, where that number is an even number, the number of parking spaces must be divided equally between parking spaces that meet the requirements of a Type A parking space and a Type B parking space; and where that number is an odd number, the number of parking spaces must be divided equally between parking spaces that meet the requirements of a Type A parking space and a Type B parking space, but the additional parking space, the odd-numbered space, may be a Type B parking space.",1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1046,REG On-street parking spaces,"80.39  When constructing or redeveloping existing on-street parking spaces, designated public sector organizations shall consult on the need, location and design of accessible on-street parking spaces and shall do so in the following manner: Designated public sector organizations must consult with the public and persons with disabilities.",1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1047,REG On-street parking spaces,"Municipalities must also consult with their municipal accessibility advisory committees, where one has been established in accordance with subsection 29  or  of the Act.   ",1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1048,REG On-street parking spaces,"In this section and despite section 2, “designated public sector organization” means every municipality and every person or organization described in Schedule 1 to this Regulation, but not persons or organizations listed in Column 1 of Table 1 to Ontario",0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1049,REG On-street parking spaces,"Regulation 146/10 (Public Bodies and Commission Public Bodies — Definitions) made under the Public Service of Ontario Act, 20 Obtaining Services",0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1050,REG Service counters,80.41,0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1051,REG Service counters,"When constructing new service counters, which includes replacing existing service counters, the following requirements must be met: There must be at a minimum one service counter that accommodates a mobility aid for each type of service provided and the accessible service counter must be clearly identified with signage, where there are multiple queuing lines and service counters.",1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1052,REG Service counters,"Each service counter must accommodate a mobility aid, where a single queuing line serves a single or multiple counters.   ",0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1053,REG Service counters,The service counter that accommodates mobility aids must meet the following requirements: The countertop height must be such that it is usable by a person seated in a mobility aid.,1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1054,REG Service counters,"There must be sufficient knee clearance for a person seated in a mobility aid, where a forward approach to the counter is required.",1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1055,REG Service counters,The floor space in front of the counter must be sufficiently clear so as to accommodate a mobility aid.,1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1056,REG Fixed queuing guides,80.42,0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1057,REG Fixed queuing guides,"When constructing new fixed queuing guides, the following requirements must be met: The fixed queuing guides must provide sufficient width to allow for the passage of mobility aids and mobility assistive devices.",1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1058,REG Fixed queuing guides,The fixed queuing guides must have sufficiently clear floor area to permit mobility aids to turn where queuing lines change direction.,1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1059,REG Fixed queuing guides,The fixed queuing guides must be cane detectable.,1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1060,REG Waiting areas,80.43,0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1061,REG Waiting areas,"When constructing a new waiting area or redeveloping an existing waiting area, where the seating is fixed to the floor, a minimum of three per cent of the new seating must be accessible, but in no case shall there be fewer than one accessible seating space.   ",1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1062,REG Waiting areas,"For the purposes of this section, accessible seating is a space in the seating area where an individual using a mobility aid can wait.  ",0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1063,REG Waiting areas,Maintenance,0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1064,REG Maintenance of accessible elements,80.44,0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1065,REG Maintenance of accessible elements,"In addition to the accessibility plan requirements set out in section 4, obligated organizations, other than small organizations, shall ensure that their multi-year accessibility plans include the following: Procedures for preventative and emergency maintenance of the accessible elements in public spaces as required under this Part.",1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1066,REG Maintenance of accessible elements,Procedures for dealing with temporary disruptions when accessible elements required under this Part are not in working order.  ,0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1067,REG Maintenance of accessible elements,Note:,0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1068,REG Maintenance of accessible elements,"On July 1, 2016, the Regulation is amended by adding the following Part: (See: O. Reg. 165/16, s. 16)",0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1069,REG Maintenance of accessible elements,Part IV.2   customer service standards Scope and interpretation 80.45  ,0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1070,REG Maintenance of accessible elements,"The standards set out in this Part apply to obligated organizations that are providers of goods, services or facilities.   ",0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1071,REG Maintenance of accessible elements,"In this Part, a reference to a provider is a reference to an obligated organization as a provider of goods, services or facilities, unless the context requires otherwise.   ",0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1072,REG Maintenance of accessible elements,"In this Part, “guide dog” means a guide dog as defined in section 1 of the Blind Persons’ Rights Act; (“chien-guide”)",0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1073,REG Maintenance of accessible elements,“,0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1074,REG Maintenance of accessible elements,"service animal” means an animal described in subsection ; (“animal d’assistance”) “support person” means, in relation to a person with a disability, another person who accompanies him or her in order to help with communication, mobility, personal care or medical needs or with access to goods, services or facilities.",0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1075,REG Maintenance of accessible elements,(“personne de soutien”).   ,0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1076,REG Maintenance of accessible elements,"For the purposes of this Part, an animal is a service animal for a person with a disability if, the animal can be readily identified as one that is being used by the person for reasons relating to the person’s disability, as a result of visual indicators such as the vest or harness worn by the animal; or the person provides documentation from one of the following regulated health professionals confirming that the person requires the animal for reasons relating to the disability: A member of the College of Audiologists and Speech-Language Pathologists of Ontario.",0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1077,REG Maintenance of accessible elements,(ii),0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1078,REG Maintenance of accessible elements,A member of the College of Chiropractors of Ontario.,0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1079,REG Maintenance of accessible elements,(iii),0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1080,REG Maintenance of accessible elements,A member of the College of Nurses of Ontario.,0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1081,REG Maintenance of accessible elements,(iv),0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1082,REG Maintenance of accessible elements,A member of the College of Occupational Therapists of Ontario.,0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1083,REG Maintenance of accessible elements,A member of the College of Optometrists of Ontario.,0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1084,REG Maintenance of accessible elements,(vi),0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1085,REG Maintenance of accessible elements,A member of the College of Physicians and Surgeons of Ontario.,0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1086,REG Maintenance of accessible elements,(vii),0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1087,REG Maintenance of accessible elements,A member of the College of Physiotherapists of Ontario.,0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1088,REG Maintenance of accessible elements,(viii),0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1089,REG Maintenance of accessible elements,A member of the College of Psychologists of Ontario.,0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1090,REG Maintenance of accessible elements,(ix),0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1091,REG Maintenance of accessible elements,A member of the College of Registered Psychotherapists and Registered Mental Health Therapists of Ontario.  ,0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1092,REG Maintenance of accessible elements,Establishment of policies 80.46  ,0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1093,REG Maintenance of accessible elements,"In addition to the requirements in section 3, every provider shall develop, implement and maintain policies governing its provision of goods, services or facilities, as the case may be, to persons with disabilities.   ",1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1094,REG Maintenance of accessible elements,"The provider shall use reasonable efforts to ensure that the policies are consistent with the following principles: The goods, services or facilities must be provided in a manner that respects the dignity and independence of persons with disabilities.",1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1095,REG Maintenance of accessible elements,"The provision of goods, services or facilities to persons with disabilities must be integrated with the provision of goods, services or facilities to others, unless an alternative measure is necessary, whether temporarily or on a permanent basis, to enable a person with a disability to obtain, use or benefit from the goods, services or facilities.",1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1096,REG Maintenance of accessible elements,"Persons with disabilities must be given an opportunity equal to that given to others to obtain, use and benefit from the goods, services or facilities.",1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1097,REG Maintenance of accessible elements,"When communicating with a person with a disability, the provider shall do so in a manner that takes into account the person’s disability.   ",1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1098,REG Maintenance of accessible elements,"Without limiting subsections  and , the policies must deal with the use of assistive devices by persons with disabilities to obtain, use or benefit from the goods, services or facilities or with the availability of other measures, if any, which enable them to do so.   ",1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1099,REG Maintenance of accessible elements,"Every provider, other than a small organization, shall prepare one or more documents describing the policies established under this section and, on request, shall give a copy of any such document to any person.   ",1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1100,REG Maintenance of accessible elements,"Every provider, other than a small organization, shall notify persons to whom it provides goods, services or facilities that the documents required by subsection  are available on request.   ",1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1101,REG Maintenance of accessible elements,"The notice required by subsection  may be given by posting the information at a conspicuous place on premises owned or operated by the provider, by posting it on the provider’s website, if any, or by such other method as is reasonable in the circumstances.  ",1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1102,REG Maintenance of accessible elements,Use of service animals and support persons,0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1103,REG Maintenance of accessible elements,"80.47  This section applies if goods, services or facilities are provided to members of the public or other third parties at premises owned or operated by the provider and if the public or third parties have access to the premises.   ",0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1104,REG Maintenance of accessible elements,"If a person with a disability is accompanied by a guide dog or other service animal, the provider shall ensure that the person is permitted to enter the premises with the animal and to keep the animal with him or her, unless the animal is otherwise excluded by law from the premises.   ",1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1105,REG Maintenance of accessible elements,"If a service animal is excluded by law from the premises, the provider shall ensure that other measures are available to enable a person with a disability to obtain, use or benefit from the provider’s goods, services or facilities.   ",1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1106,REG Maintenance of accessible elements,"If a person with a disability is accompanied by a support person, the provider shall ensure that both persons are permitted to enter the premises together and that the person with a disability is not prevented from having access to the support person while on the premises.   ",1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1107,REG Maintenance of accessible elements,"The provider may require a person with a disability to be accompanied by a support person when on the premises, but only if, after consulting with the person with a disability and considering the available evidence, the provider determines that, a support person is necessary to protect the health or safety of the person with a disability or the health or safety of others on the premises; and there is no other reasonable way to protect the health or safety of the person with a disability and the health or safety of others on the premises.   ",0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1108,REG Maintenance of accessible elements,"If an amount is payable for a person’s admission to the premises or in connection with a person’s presence on the premises, the provider shall ensure that notice is given in advance about the amount, if any, payable in respect of the support person.   ",0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1109,REG Maintenance of accessible elements,"If, under subsection , the provider requires a person with a disability to be accompanied by a support person when on the premises, the provider shall waive payment of the amount, if any, payable in respect of the support person’s admission to the premises or in connection with the support person’s presence on the premises.   ",1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1110,REG Maintenance of accessible elements,"Every provider, other than a small organization, shall prepare one or more documents describing its policies with respect to the matters governed by this section and, on request, shall give a copy of any such document to any person.   ",1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1111,REG Maintenance of accessible elements,"Every provider, other than a small organization, shall notify persons to whom it provides goods, services or facilities that the documents required by subsection  are available on request.   ",1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1112,REG Maintenance of accessible elements,"The notice required by subsection  may be given by posting the information at a conspicuous place on premises owned or operated by the provider, by posting it on the provider’s website, if any, or by such other method as is reasonable in the circumstances.  ",0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1113,REG Maintenance of accessible elements,Notice of temporary disruptions,0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1114,REG Maintenance of accessible elements,"80.48  If, in order to obtain, use or benefit from a provider’s goods, services or facilities, persons with disabilities usually use other particular facilities or services of the provider and if there is a temporary disruption in those other facilities or services in whole or in part, the provider shall give notice of the disruption to the public.   ",0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1115,REG Maintenance of accessible elements,"Notice of the disruption must include the reason for the disruption, its anticipated duration and a description of alternative facilities or services, if any, that are available.   ",1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1116,REG Maintenance of accessible elements,"Every provider, other than a small organization, shall prepare a document setting out the steps that the provider will ensure are taken in connection with a temporary disruption and, on request, shall give a copy of the document to any person.   ",1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1117,REG Maintenance of accessible elements,"Every provider, other than a small organization, shall notify persons to whom it provides goods, services or facilities that the document required by subsection  is available on request.   ",1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1118,REG Maintenance of accessible elements,"The notices required by subsections  and  may be given by posting the information at a conspicuous place on premises owned or operated by the provider, by posting it on the provider’s website, if any, or by such other method as is reasonable in the circumstances.  ",0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1119,REG Maintenance of accessible elements,"Training for staff, etc.",0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1120,REG Maintenance of accessible elements,80.49,0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1121,REG Maintenance of accessible elements,"In addition to the requirements in section 7, every provider shall ensure that the following persons receive training about the provision of the provider’s goods, services or facilities, as the case may be, to persons with disabilities: Every person who is an employee of, or a volunteer with, the provider.",1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1122,REG Maintenance of accessible elements,Every person who participates in developing the provider’s policies.,0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1123,REG Maintenance of accessible elements,"Every other person who provides goods, services or facilities on behalf of the provider.   ",0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1124,REG Maintenance of accessible elements,The training must include a review of the purposes of the Act and the requirements of this Part and instruction about the following matters: How to interact and communicate with persons with various types of disability.,1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1125,REG Maintenance of accessible elements,How to interact with persons with disabilities who use an assistive device or require the assistance of a guide dog or other service animal or the assistance of a support person.,0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1126,REG Maintenance of accessible elements,"How to use equipment or devices available on the provider’s premises or otherwise provided by the provider that may help with the provision of goods, services or facilities to a person with a disability.",0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1127,REG Maintenance of accessible elements,"What to do if a person with a particular type of disability is having difficulty accessing the provider’s goods, services or facilities.   ",0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1128,REG Maintenance of accessible elements,Every person referred to in subsection  shall be trained as soon as practicable.   ,1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1129,REG Maintenance of accessible elements,Every provider shall also provide training on an ongoing basis in respect of any changes to the policies described in section 80.  ,1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1130,REG Maintenance of accessible elements,"Every provider, other than a small organization, shall keep records of the training provided under this section, including the dates on which the training is provided and the number of individuals to whom it is provided.   ",1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1131,REG Maintenance of accessible elements,"Every provider, other than a small organization, shall, prepare a document that describes its training policy, summarizes the content of the training and specifies when the training is to be provided; and on request, give a copy of the document to any person.   ",1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1132,REG Maintenance of accessible elements,"Every provider, other than a small organization, shall notify persons to whom it provides goods, services or facilities that the document required by subsection  is available on request.   ",1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1133,REG Maintenance of accessible elements,"The notice required by subsection  may be given by posting the information at a conspicuous place on premises owned or operated by the provider, by posting it on the provider’s website, if any, or by such other method as is reasonable in the circumstances.  ",0,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1134,REG Maintenance of accessible elements,"Feedback process required 80.50  Every provider shall establish a process for receiving and responding to, feedback about the manner in which it provides goods, services or facilities to persons with disabilities; and feedback about whether the feedback process established for purposes of clause complies with subsection .   ",1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1135,REG Maintenance of accessible elements,"The feedback process must specify the actions that the provider will take if a complaint is received about the manner in which it provides goods, services or facilities to persons with disabilities.   ",1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1136,REG Maintenance of accessible elements,"Every provider shall ensure that the feedback process is accessible to persons with disabilities by providing, or arranging for the provision of, accessible formats and communication supports, on request.   ",1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1137,REG Maintenance of accessible elements,Every provider shall make information about the feedback process readily available to the public.   ,1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1138,REG Maintenance of accessible elements,"Every provider, other than a small organization, shall prepare a document describing the feedback process and, on request, shall give a copy of the document to any person.   ",1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
1139,REG Maintenance of accessible elements,"Every provider, other than a small organization, shall notify persons to whom it provides goods, services or facilities that the document required by subsection  is available on request.   ",1,DESIGN OF PUBLIC SPACES STANDARDS (ACCESSIBILITY STANDARDS FOR THE BUILT ENVIRONMENT)
